Product,Brand,Type,Revenue,Gross Profit,CMGR,Period,%Total Revenue,% Variation from Average,%Total Gross Profit
CEREAL BISCO,Schar,Snacks,41.85,10.85,0.0,25.0,0.0038234672960549307,-96.39829380711626,0.004222985367325232
CHEMICAL FREE LAMB LEG,NGS,Fresh Beef & Poultry,1309.4000099999998,109.40001,1.7266900978752053,39.0,0.11962838986114692,12.689943249200399,0.042580151282510054
CHERRIES,NGS,Fresh fruits,216.0,52.92,4.608191864321465,18.0,0.0197340247538319,-81.41054868189036,0.020597270565792747
CHERRY & HEIRLOOM TOMATOES ( AQUAPONIC ),Bustan,Aquaponic vegetables,10.0,2.0,0.0,20.0,0.0009136122571218472,-99.13937725379122,0.000778430482456264
CHERRY JAM,NGS,Sweeteners,50.0,10.0,0.0,19.0,0.004568061285609236,-95.6968862689561,0.00389215241228132
CHERRY TOMATOES,NGS,Fresh vegetables,540.907358,80.347358,6.238549846075214,32.0,0.04941795922361951,-53.44828241135042,0.03127241632601308
CHERRY TOMATOES ( CHEMICAL FREE ),NGS,Chemical free vegetables,298.0,64.0,14.552792874222886,22.0,0.027225645262231046,-74.35344216297835,0.02490977543860045
CHERRY TOMATOES ( CHEMICAL FREE ),NGS,Fresh vegetables,1776.7,671.1,22.510963897863554,21.0,0.1623214897228386,52.90684331891397,0.2612023483881994
CHESTNUT (ABOU FARWA) / 500G,NGS,Fresh Produce,32.52,7.5,1.7049744443626835,41.0,0.0029710670601602474,-97.20125482932906,0.00291911430921099
CHESTNUTS,NGS,Fresh vegetables,29.52,4.92,0.0,32.0,0.002696983383023693,-97.45944165319169,0.0019149389868424096
CHIA SEEDS,Bob's Red Mill,Seeds,4550.7175,551.3875,8.93279492912118,19.0,0.41575912866988896,291.6450992070354,0.21460841882267667
CHICKEN BREASTS / 1KG,Kheir Misr,Fresh Beef & Poultry,6326.4,1286.4,5.564299698850239,41.0,0.5779876583455654,444.46437416152264,0.5006864863158691
CHICKEN BREASTS / 1KG,NGS,Fresh poultry,59336.96,14154.96,14.271270618777532,37.0,5.4210973956348765,5006.673746688053,5.50932617097456
CHICKEN CUTLETS (SHISHTAWOOK) / 1KG,Kheir Misr,Fresh Beef & Poultry,1349.8,189.8,9.216177626775025,40.0,0.12331938246630694,16.166858283261135,0.07387305278509945
CHICKEN CUTLETS (SHISHTAWOOK) / 1KG,NGS,Fresh poultry,5658.7,1066.7,10.435167359829766,36.0,0.5169857679375397,387.0005933971624,0.4151758978180484
CHICORY WHITE ENDIVE / 500G,NGS,Fresh Produce,2307.2,532.56,6.069539526811707,41.0,0.21078861996315257,98.56288000528973,0.20728046886845394
CHINESE CABBAGE / 500G,NGS,Fresh Produce,94.9,21.9,5.776756028317576,41.0,0.00867018032008633,-91.83269013847867,0.008523813782896092
CHINESE GARLIC,NGS,Fresh vegetables,139.58,25.12,8.87540422859512,31.0,0.012752199884906746,-87.98742770841784,0.009777086859650676
CHINESE LETTUCE / PER PIECE,NGS,Fresh Produce,43.92,10.14,4.581238648547403,40.0,0.004012585033279153,-96.22014489865103,0.003946642546053258
CHIVES,Kheir Misr,Fresh vegetables,185.46,42.24,5.783761252333863,36.0,0.01694385292058178,-84.03889054881196,0.016440451789476295
CHIVES,NGS,Fresh vegetables,264.0,65.0,17.225842018157866,22.0,0.024119363588016765,-77.27955950008821,0.02529899067982858
CHIVES / 100G,NGS,Fresh Produce,113.82,26.25,4.127360825327986,41.0,0.010398734710560865,-90.20439190265166,0.010216900082238465
CHOCOLATE CHIP COOKIE MIX ( GLUTEN FREE ) / 453G,Bob's Red Mill,Flour,1630.2,261.43,10.204775379626941,34.0,0.14893707015600352,40.29872008695534,0.10175254051427055
CHOCOLATE PASTE WITH NUTS ( GLUTEN FREE ) - BIO,NGS,Chocolate,1132.5,591.3,9.617613200928087,24.0,0.1034665881190492,-2.534473991855653,0.23014297213819443
CHOCOLATE PASTE WITH NUTS AND CAROB ( GLUTEN FREE ) - BIO,NGS,Chocolate,502.5,211.51,9.938043092480452,22.0,0.045909015920372824,-56.753707003008806,0.0823229156721622
CILANTRO,NGS,Fresh vegetables,258.0,95.46,10.756320954467856,34.0,0.02357119623374366,-77.79593314781349,0.03715448692763748
CINNAMON RAISIN GRANOLA / 340G,Bob's Red Mill,Cereal,845.5,134.5,5.1168941849631056,36.0,0.07724591633965218,-27.23434680804764,0.05234944994518376
CIOCCOLINI ( GLUTEN FREE ),Schar,Cookies,732.05,164.05,7.296210975710982,20.0,0.06688098528260483,-36.99811186378626,0.06385076032347506
CITRUS FLOWER HONEY / 450G,Kheir Misr,Honey & Sweeteners,3612.5,1237.5,11.436600803211316,40.0,0.33004242788526733,210.89996706792184,0.4816538610198134
CLEMONTENE,Kheir Misr,Fresh fruits,924.43,150.09,10.498225209687838,37.0,0.08445705788511493,-20.441451472221747,0.058417315555930334
CLOVES,Tropical Heat,Spices,158.8,38.8,9.426530734266802,23.0,0.014508162643094935,-86.33331079020458,0.01510155135965152
CLOVES POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,32.0,5.0,0.0,29.0,0.002923559222789911,-97.24600721213191,0.00194607620614066
COCOA WAFER CACAO ( GLUTEN FREE ),Schar,Cookies,453.0,130.0,9.15319746251364,21.0,0.04138663524761968,-61.013789596742264,0.05059798135965716
COCONUT FLOUR,NGS,Flour,1530.0,306.0,9.856505999145648,16.0,0.13978267533964261,31.675280169943356,0.1190998638158084
COCONUT MILK,Dee Thai,Non-dairy milk,83.0,31.0,7.419996825527542,23.0,0.0075829817341113315,-92.85683120646713,0.012065672478072092
COCONUT MILK LIGHT,Dee Thai,Non-dairy milk,112.0,24.5,8.828687884810638,23.0,0.01023245727976469,-90.36102524246166,0.009535773410089234
COCONUT OIL,Nefertari,Cosmetics,476.0,73.25,10.78445976218012,19.0,0.04348794343899993,-59.034357280462075,0.02851001641996067
COCONUT OIL ( SMALL GLASS JAR ),NGS,Oil,4261.1,805.1,16.701436422263182,16.0,0.3892993188821904,266.7199583870233,0.3133571907127691
COCONUT OIL (ORGANIC) - FOR COOKING,Divine coconut,Oil,20635.0,4938.75,14.71548037726178,17.0,1.8852388925709318,1675.8950368018177,1.922236772615437
COCONUT PALM SUGAR / 454G,Wholesome Sweeteners,Sweeteners,981.4,149.15,8.814148258145927,36.0,0.08966190691393809,-15.538483687070324,0.05805145322917589
COCONUT SCRUB,Nefertari,Cosmetics,130.0,33.0,3.9259226031843397,18.0,0.011876959342584014,-88.81190429928587,0.012844102960528356
COFFEE & VANILLA BODY SCRUB,Healing Herbs,Cosmetics,200.0,40.0,6.834800527525675,17.0,0.018272245142436944,-82.7875450758244,0.01556860964912528
COFFEE BEANS BODY SCRUB,Nefertari,Cosmetics,130.0,33.0,3.7155044446191887,19.0,0.011876959342584014,-88.81190429928587,0.012844102960528356
COLMAN'S MUSTARD,Colman's,Condiments,28.75,5.75,0.0,21.0,0.0026266352392253106,-97.52570960464976,0.002237987637061759
COLORED BEET,Kheir Misr,Fresh vegetables,106.2,30.68,1.377390036692705,36.0,0.009702562170634017,-90.86018643526275,0.011941123600879091
COLORED BEET,NGS,Fresh vegetables,75.0,15.0,5.3707472093069475,21.0,0.006852091928413854,-93.54532940343415,0.00583822861842198
COLORED BELL PEPPER,Kheir Misr,Fresh vegetables,2336.32,383.77,9.103514549285263,36.0,0.21344905885589144,101.06901344224973,0.1493691331261202
COLORED BELL PEPPER ( CHEMICAL FREE ),NGS,Chemical free vegetables,2053.0,477.7,20.996822698005847,22.0,0.18756459638711523,76.68584979666255,0.18592812073467865
COLORED BELL PEPPER ( CHEMICAL FREE ),NGS,Fresh vegetables,720.1,281.56,10.296887572824653,16.0,0.06578921863534422,-38.02655604550574,0.10958744332019285
COLORED FRENCH LETTUCE,Kheir Misr,Fresh vegetables,1315.02,189.98,11.87388065357322,37.0,0.12014183903603716,13.173612371947,0.07394311152852052
COLORED FRENCH LETTUCE / PER PIECE,NGS,Fresh Produce,440.22,101.5,4.380697587206628,41.0,0.04021903878301796,-62.11366546639707,0.039505346984655396
COLORED TOMATOES,Kheir Misr,Fresh vegetables,333.2,70.0,9.423947803499267,37.0,0.03044156040729995,-71.32405009632345,0.02724506688596924
CONDITIONER WITH TEA TREE OIL / 473ML,"Tea Tree Therapy, Inc.",Cosmetics,1053.5,188.0,5.751670038763423,36.0,0.0962490512877866,-9.333393686905016,0.07317246535088882
COOKIES WITH WHEAT GERM,NGS,Cookies,1811.1,405.5,15.880654982314347,20.0,0.16546431588733776,55.86738556587216,0.15782678031800754
COOKING OAT ( GLUTEN FREE ),Bob's Red Mill,Cereal,2890.0,550.74,12.280029787926306,19.0,0.26403394230821386,148.71997365433745,0.21435640195398142
CORIANDER ( CHEMICAL FREE ),NGS,Herbs,36.7,6.7,5.017491111126837,22.0,0.0033529569836371798,-96.84151452141377,0.0026077421162284844
CORIANDER ( CHMEICAL FREE ),NGS,Fresh vegetables,104.0,21.06,4.4273782427413755,16.0,0.009501567474067212,-91.0495234394287,0.00819687298026446
CORN FLAKES ( GLUTEN FREE ) / DEFAULT,Schar,Cereal,309.05,129.05,6.663964484958296,20.0,0.02823518680635069,-73.40245402841765,0.050228226880490445
CORN ON THE COB,sea world,Frozen,50.0,10.0,0.0,21.0,0.004568061285609236,-95.6968862689561,0.00389215241228132
COUR DI RISO CACAO GLUTEN FREE,NGS,Cookies,91.0,-7.0,3.7331581929147983,25.0,0.00831387153980881,-92.1683330095001,-0.002724506688596924
COUSCOUS,L'epi D'or,Grains,28.0,6.3,3.059554475200943,23.0,0.0025581143199411723,-97.59025631061542,0.0024520560197372316
CRACKERS,Schar,Snacks,251.1,65.1,6.608324065699689,28.0,0.022940803776329583,-78.38976284269752,0.02533791220395139
CRANBERRY JUICE,Berry company,Juices,779.0,172.76,11.632061897648448,23.0,0.0711703948297919,-32.95748807033603,0.06724082507457209
CRANBERRY JUICE POWDER,"Starwest Botanicals,Inc.",Herbs,510.0,78.0,6.157190916391531,35.0,0.046594225113214205,-56.10823994335222,0.030358788815794298
CREAMY SODA,Old Style,Soda,27.0,5.66,0.0,20.0,0.0024667530942289874,-97.6763185852363,0.002202958265351227
CRISPY RED FOUR SEASONS LETTUCE ( AQUAPONIC ),Bustan,Aquaponic vegetables,7.5,1.5,0.0,20.0,0.0006852091928413854,-99.35453294034342,0.000583822861842198
CRUNCHY COCONUT GRANOLA / 340G,Bob's Red Mill,Cereal,280.5,37.5,5.103048414282219,36.0,0.025626823812267815,-75.85953196884373,0.014595571546054951
CUBAN AUBERGINE / DEFAULT,Kheir Misr,Fresh vegetables,183.13,44.11,5.997056425227543,36.0,0.016730981264672387,-84.23941564867862,0.0171682842905729
CUCUMBER,Kheir Misr,Fresh vegetables,1960.61167,342.32167000000004,13.193264049684883,37.0,0.17912388531681342,68.73469996843825,0.133236811366667
CUCUMBER,NGS,Fresh vegetables,22.15,4.4,5.3482619744047,28.0,0.0020236511495248916,-98.09372061714754,0.0017125470614037812
CUCUMBER ( CHEMICAL FREE ),NGS,Chemical free vegetables,281.95,57.7,9.70423617793774,22.0,0.025759297589550482,-75.73474167064344,0.022457719418863216
CUCUMBER ( CHEMICAL FREE ),NGS,Fresh vegetables,3415.4,712.38,18.12392993152827,22.0,0.3120351302973957,193.93709274014674,0.27726915354609666
CUCUMBER - CHEMICAL FREE / 500G,Kheir Misr,Chemical free produce,27.3,6.3,0.0,39.0,0.002494161461942643,-97.65049990285003,0.0024520560197372316
CUCUMBER / 500G,NGS,Fresh Produce,174.2,40.2,4.505365434096276,41.0,0.01591512551906258,-85.00795176104305,0.01564645269737091
CUMIN,Tropical Heat,Spices,72.0,21.0,5.120478661223138,22.0,0.0065780082512773,-93.80351622729678,0.008173520065790772
CURLY FRISE LETTUCE,NGS,Fresh vegetables,465.75,130.75,21.647534480412347,22.0,0.042551490875450036,-59.91649559532607,0.05088989279057826
CURRY POWDER,Tropical Heat,Herbs,180.96,29.46,15.655728250166433,18.0,0.01653272740487695,-84.4261707846059,0.011466281006580769
CURRY POWDER,Tropical Heat,Spices,377.25,63.75,8.874113243122439,19.0,0.034466022399921685,-67.53300689927377,0.024812471628293416
DAME AL CACAO BISCUITS ( GLUTEN FREE ),NGS,Cookies,132.0,34.0,5.952606473827515,19.0,0.012059681794008383,-88.63977975004411,0.013233318201756489
DANDELION ROOT POWDER,"Starwest Botanicals,Inc.",Herbs,819.0,159.0,7.384814410386165,36.0,0.07482484385827928,-29.51499708550091,0.06188522335527299
DARK CHOCOLATE ( ORGANIC ) - 92% CACAO,Vivani,Chocolate,258.0,53.4,3.7155044446191887,19.0,0.02357119623374366,-77.79593314781349,0.020784093881582248
DARK CHOCOLATE (ORGANIC ) - 71% CACAO,Vivani,Chocolate,546.0,101.09,14.105453608382268,20.0,0.049883229238852855,-53.00999805700061,0.039345768735751865
DARK CHOCOLATE WITH CAPPUCCINO ( ORGANIC ),Vivani,Chocolate,27.5,5.5,0.0,22.0,0.00251243370708508,-97.63328744792587,0.002140683826754726
DARK CHOCOLATE WITH CRANBERRY ( ORGANIC ) - 70% CACAO,Vivani,Chocolate,549.75,127.45,13.621745280426346,20.0,0.05022583383527355,-52.68726452717231,0.04960548249452543
DARK CHOCOLATE WITH GREEN TEA AND MANGO ( ORGANIC ),Vivani,Chocolate,189.5,35.5,8.754392114862174,23.0,0.017312952272459006,-83.69119895934362,0.013817141063598687
DARK CHOCOLATE WITH MINT ( ORGANIC ),Vivani,Chocolate,55.0,11.0,3.059554475200943,23.0,0.00502486741417016,-95.26657489585172,0.004281367653509452
DATE HAYANI,NGS,Fresh fruits,60.0,12.0,4.4273782427413755,16.0,0.0054816735427310834,-94.83626352274733,0.004670582894737584
DATE ZAGHLOOL,NGS,Fresh fruits,60.0,12.0,1.814274521212278,16.0,0.0054816735427310834,-94.83626352274733,0.004670582894737584
DATES (ZA3'LOUL),Kheir Misr,Fresh vegetables,20.97,4.47,3.098742495292073,36.0,0.0019158449031845136,-98.19527410120018,0.0017397921282897501
DIGESTIVE BISCUITS WITH CHOCOLATE ( GLUTEN FREE ),Schar,Cookies,402.0,84.13,9.030713635068977,22.0,0.03672721273629826,-65.40296560240705,0.03274467824452275
DILL,NGS,Organic herbs ,37.5,7.5,1.9495464518121342,21.0,0.003426045964206927,-96.77266470171708,0.00291911430921099
DILL ( CHEMICAL FREE ),NGS,Fresh vegetables,36.0,7.29,2.56653964664324,16.0,0.00328900412563865,-96.9017581136484,0.0028373791085530824
DISCO CIOK ( GLUTEN FREE ),Schar,Cookies,593.2,148.6,11.039515081116956,27.0,0.05419547909246798,-48.94785869489516,0.05783738484650042
DRIED APPLE ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,483.0,103.0,8.834738829877399,22.0,0.044127472018985224,-58.43192135811593,0.040089169846497595
DRIED APRICOTS ( CHEMICAL FREE ),NGS,Dried fruits,495.0,99.0,11.535007223892823,21.0,0.045223806727531436,-57.39917406266539,0.03853230888158507
DRIED APRICOTS / 250G,NGS,Dried Fruits & Nuts,200.0,32.0,5.202627094241508,41.0,0.018272245142436944,-82.7875450758244,0.012454887719300225
DRIED APRICOTS / 250G,NGS,Dried fruits,1830.2,501.32,8.05590394457223,36.0,0.1672093152984405,57.511175011130945,0.19512138473248714
DRIED BANANA (CHEMICAL FREE),NGS,Dried fruits,450.0,-40.0,14.803337460763832,18.0,0.04111255157048312,-61.2719764206049,-0.01556860964912528
DRIED BAY LEAF ( CHEMICAL FREE ),NGS,Herbs,120.0,24.0,13.011578342932983,17.0,0.010963347085462167,-89.67252704549465,0.009341165789475168
DRIED BLUEBERRIES / 250G,NGS,Dried Fruits & Nuts,1078.6,329.4,7.580222686676263,41.0,0.09854221805316243,-7.173230593920986,0.1282075004605467
DRIED BLUEBERRIES / 250G,NGS,Dried fruits,8205.23,2556.26,12.420124865978877,37.0,0.7496398700503895,606.1607575874668,0.9949353525418249
DRIED CHERRY (CHEMICAL FREE),NGS,Dried fruits,574.0,110.0,19.017150743814405,18.0,0.05244134355879403,-50.600254367616024,0.04281367653509452
DRIED COCONUT (WHOLE SALE) / 1KG,NGS,Whole sale,180.0,40.0,2.2611435601268326,31.0,0.01644502062819325,-84.50879056824196,0.01556860964912528
DRIED CRANBERRIES / 226G,Bob's Red Mill,Dried Fruits & Nuts,580.3,76.3,3.5411540489238558,36.0,0.05301691928078079,-50.0580620375045,0.02969712290570647
DRIED CRANBERRY / 200G,NGS,Dried fruits,17477.037,9957.0295,16.91091633263675,37.0,1.5967235221372036,1404.113557853246,3.875427638758127
DRIED CRANBERRY / 250G,NGS,Dried Fruits & Nuts,808.95,247.05,5.037156826719147,41.0,0.07390666353987183,-30.379922945440725,0.09615562534541001
DRIED CURRANTS / 250G,NGS,Dried Fruits & Nuts,215.72,65.88,1.7049744443626835,41.0,0.019708443610632488,-81.43464611878419,0.025641500092109335
DRIED DATES ( CHEMICAL FREE ),NGS,Dried fruits,400.0,71.79,16.15863496415424,20.0,0.03654449028487389,-65.5750901516488,0.0279417621677676
DRIED DATES (KHEIR MISR) / 500G,Kheir Misr,Dried Fruits & Nuts,350.0,237.14,3.8178167666788942,37.0,0.03197642899926465,-69.8782038826927,0.09229850230483923
DRIED DATES - KHEIR MISR / 500G,Kheir Misr,Dried Fruits & Nuts,270.0,190.0,4.198930753353669,41.0,0.024667530942289875,-76.76318585236294,0.07395089583334508
DRIED FIGS ( CHEMICAL FREE ),NGS,Dried fruits,75.0,15.0,0.0,16.0,0.006852091928413854,-93.54532940343415,0.00583822861842198
DRIED FIGS ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,190.0,38.0,9.657156849939486,22.0,0.017358632885315098,-83.64816782203319,0.014790179166669016
DRIED FIGS / 250G,NGS,Dried Fruits & Nuts,151.2,34.2,4.4670422462421255,41.0,0.013813817327682328,-86.98738407732324,0.013311161250002116
DRIED FRUIT MIX ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,1355.0,290.78,16.180961885700395,22.0,0.12379446084001029,16.614382111289704,0.11317600784431621
DRIED GOJI BERRIES / 250G,NGS,Dried Fruits & Nuts,1363.5,489.6,4.383602699993716,36.0,0.12457103125856386,17.345911445567168,0.19055978210529342
DRIED GOJI BERRIES / 250G,NGS,Super foods,654.75,317.33,3.7366006639914184,41.0,0.059818762535052944,-43.65072569198012,0.12350967249892313
DRIED GRAPFRUIT ( CHEMICAL FREE ),NGS,Dried fruits,15.0,3.0,0.0,20.0,0.0013704183856827709,-98.70906588068684,0.001167645723684396
DRIED KIWI (CHEMICAL FREE),NGS,Dried fruits,150.0,30.0,8.83984007303873,19.0,0.013704183856827708,-87.0906588068683,0.01167645723684396
DRIED LEMONGRASS (CHEMICAL FREE ),NGS,Herbs,25.0,5.0,0.0,22.0,0.002284030642804618,-97.84844313447806,0.00194607620614066
DRIED MANGO (CHEMICAL FREE) / DEFAULT,NGS,Dried fruits,890.0,178.0,10.4470425471632,22.0,0.0813114908838444,-23.40457558741857,0.0692803129386075
DRIED MUSHROOM (CHEMICAL FREE),NGS,Herbs,191.0,35.0,8.73740393786484,16.0,0.01744999411102728,-83.5621055474123,0.01362253344298462
DRIED NECTARINE  ( CHEMICAL FREE ),NGS,Dried fruits,50.0,10.0,0.0,22.0,0.004568061285609236,-95.6968862689561,0.00389215241228132
DRIED PEACH ( CHEMICAL FREE ),NGS,Dried fruits,50.0,10.0,0.0,22.0,0.004568061285609236,-95.6968862689561,0.00389215241228132
DRIED PEAR ( CHEMICAL FREE ),NGS,Dried fruits,80.0,16.0,4.4273782427413755,16.0,0.007308898056974778,-93.11501803032976,0.006227443859650112
DRIED PEARS (CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,75.0,15.0,1.8601117117941879,22.0,0.006852091928413854,-93.54532940343415,0.00583822861842198
DRIED PRUNE WITH PITS / 250G,NGS,Dried fruits,1123.1,416.99,8.079279399423767,36.0,0.10260779259735464,-3.343459373291914,0.16229886343971878
DRIED PRUNE WITH PITS / 250G,NGS,Super foods,164.4,59.4,3.4390182672846548,41.0,0.015019785507083168,-85.85136205232766,0.023119385328951043
DRIED PRUNES (CHEMICAL FREE),NGS,Dried fruits,420.0,84.0,10.24586566907415,17.0,0.038371714799117586,-63.85384465923124,0.03269408026316309
DRIED SOUP MIX (CHEMICAL FREE),NGS,Herbs,205.0,38.33,9.329591727665743,17.0,0.018729051270997867,-82.35723370272001,0.0149186201962743
DRIED STRAWBERRIS ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,480.0,55.45,10.827794922490707,22.0,0.04385338834184867,-58.69010818197856,0.02158198512609992
DRIED TOMATO (CHEMICAL FREE),NGS,Herbs,360.0,72.0,14.803337460763832,18.0,0.0328900412563865,-69.01758113648393,0.028023497368425503
DRIED TURKISH FIGS / 250G,NGS,Dried fruits,1342.09,384.85,10.128500366299576,37.0,0.122614987416066,15.503318145934164,0.1497894855866466
DUCK,NGS,Fresh Beef & Poultry,3024.0,504.0,10.085867415017425,37.0,0.2762763465536466,160.2523184535351,0.19616448157897853
DUTCH FENNEL ( CHEMICAL FREE ),NGS,Herbs,25.5,5.5,3.6290479747109305,20.0,0.0023297112556607104,-97.80541199716761,0.002140683826754726
EARL GREY TEA,Ronnefeldt,Herbal Drinks,50.0,10.0,0.0,23.0,0.004568061285609236,-95.6968862689561,0.00389215241228132
EDEN SHAKE,Eden,Condiments,99.36,12.96,1.793188433739057,39.0,0.009077651386762675,-91.44885239366957,0.005044229526316591
EDEN SHAKE / 60G,"Eden Foods, Inc.",Condiments,362.25,47.25,5.554060733297872,36.0,0.033095604014238916,-68.82394101858695,0.018390420148029236
EGGPLANT - AROUS ( CHEMICAL FREE ),NGS,Fresh vegetables,28.0,7.0,9.05077326652577,16.0,0.0025581143199411723,-97.59025631061542,0.002724506688596924
EL GOUNA DELIVERY FEE,Freight,General,105.0,105.0,1.0727263318404345,38.0,0.009592928699779396,-90.96346116480781,0.04086760032895386
EL KATAMEYA / FIFTH SETTLEMENT,Freight,Delivery,1950.0,1950.0,10.153109174393649,36.0,0.17815439013876022,67.82143551071212,0.7589697203948574
EL SAHEL EL SHAMALI ABOVE 500 L.E,Freight,General,500.0,500.0,,7.0,0.04568061285609236,-56.968862689561,0.194607620614066
EL SHEROUK & MADINATI,Freight,General,430.0,430.0,32.59647926493263,8.0,0.03928532705623943,-62.99322191302246,0.16736255372809677
EL SHEROUK & MADINATI ABOVE 200 L.E,Freight,General,280.0,280.0,13.73516288363954,8.0,0.02558114319941172,-75.90256310615416,0.10898026754387696
ENDIVE,NGS,Fresh vegetables,370.7,92.2,19.228888428418323,20.0,0.033867606371506875,-68.09671479804051,0.03588564524123377
ESSIAC TEA,"Starwest Botanicals,Inc.",Herbs,288.0,45.0,3.2839831306309186,34.0,0.0263120330051092,-75.21406490918714,0.01751468585526594
EXOTIC FIG JAM,NGS,Honey & Sweeteners,20.0,10.0,0.0,39.0,0.0018272245142436944,-98.27875450758245,0.00389215241228132
EXOTIC FIG JAM,NGS,Jams and Spreads,40.0,20.0,2.0001609421198996,35.0,0.003654449028487389,-96.55750901516488,0.00778430482456264
EXOTIC PEACH JAM,NGS,Honey & Sweeteners,25.0,15.0,0.0,39.0,0.002284030642804618,-97.84844313447806,0.00583822861842198
EXOTIC PEACH JAM,NGS,Jams and Spreads,50.0,30.0,2.1897148654116627,32.0,0.004568061285609236,-95.6968862689561,0.01167645723684396
EXOTIC STRAWBERRY JAM,NGS,Honey & Sweeteners,50.0,30.0,0.0,39.0,0.004568061285609236,-95.6968862689561,0.01167645723684396
EXOTIC STRAWBERRY JAM,NGS,Jams and Spreads,100.0,60.0,0.802318328887508,36.0,0.009136122571218472,-91.3937725379122,0.02335291447368792
EXPORT ORGANIC GREEN BEANS SLICES,NGS,Organic fresh fruits & vegetables,42.75,8.55,1.9495464518121342,21.0,0.003905692399195897,-96.32083775995747,0.003327790312500529
EXPORT ORGANIC GREEN CAPSICUM,NGS,Organic fresh fruits & vegetables,29.0,5.8,0.0,21.0,0.002649475545653357,-97.50419403599454,0.0022574483991231655
EXPORT ORGANIC RED CAPSICUM,NGS,Organic fresh fruits & vegetables,15.5,3.25,0.0,21.0,0.001416098998538863,-98.6660347433764,0.001264949533991429
EXTRA VIRGIN OLIVE OIL 1L,Bustan,Oil,440.0,90.0,8.83984007303873,19.0,0.04019893931336128,-62.132599166813684,0.03502937171053188
EXTRA VIRGIN SESAME OIL ( ORGANIC ) / 473ML,"Eden Foods, Inc.",Oil,2044.8,285.3,9.134693292840979,36.0,0.18681543433627532,75.98013914477136,0.11104310832238606
FACE AND BODY SILKY CREAM WITH FRANGIPANI,Nefertari,Cosmetics,120.0,30.9,4.729412282062673,15.0,0.010963347085462167,-89.67252704549465,0.01202675095394928
FACE AND BODY SILKY CREAM WITH VANILLA,Nefertari,Cosmetics,120.0,31.0,5.075663865321944,14.0,0.010963347085462167,-89.67252704549465,0.012065672478072092
FACE AND NECK ANTIWRINKLE CREAM,Nefertari,Cosmetics,132.0,34.0,4.729412282062673,15.0,0.012059681794008383,-88.63977975004411,0.013233318201756489
FACIAL MUD SCRUB (DRY/SENSITIVE SKIN),Healing Herbs,Cosmetics,50.0,10.0,0.0,14.0,0.004568061285609236,-95.6968862689561,0.00389215241228132
FENNEL,NGS,Fresh vegetables,155.56,37.04,7.368942383313626,36.0,0.014212152271787456,-86.61215255997622,0.01441653253509001
FENNEL ( CHEMICAL FREE ),NGS,Herbs,51.5,11.5,6.647302113522269,22.0,0.004705103124177513,-95.56779285702478,0.004475975274123518
FETTE BISCOTTATE,Schar,Snacks,121.5,31.5,0.0,23.0,0.011100388924030443,-89.54343363356332,0.012260280098686158
FETTE CROCCANTI ( GLUTEN FREE ),Schar,Crackers,667.39,145.39,12.500638146903519,22.0,0.06097356842805496,-42.562898540772224,0.056588003922158105
FIGS,NGS,Fresh Produce,69.5,11.5,2.3171654697717647,40.0,0.0063496051869968385,-94.01867191384899,0.004475975274123518
FINE GRIND FRENCH SEA SALT-FRENCH (CELTIC) / 367G,"Eden Foods, Inc.",Condiments,1108.25,203.75,9.191906257257077,36.0,0.10125107839552872,-4.621484151411945,0.0793026054002319
FINN CRISP 5 WHOLEGRAINS CRACKERS,Finn,Crackers,288.0,60.3,8.237961900788537,19.0,0.0263120330051092,-75.21406490918714,0.02346967904605636
FINN CRISP CORIANDER CRACKERS,Finn,Crackers,321.0,68.0,6.936040608375849,18.0,0.029326953453611297,-72.37400984669816,0.026466636403512978
FINN CRISP MULTIGRAIN CRACKERS,Finn,Crackers,708.0,154.32,18.77245620568415,18.0,0.06468374780422678,-39.067909568418365,0.06006369602632533
FINN CRISP ORIGINAL CRACKERS,Finn,Crackers,566.4,111.0,6.879621842021555,19.0,0.05174699824338143,-51.254327654734695,0.04320289177632265
FIREBALL WITH GRINDER,Tropical Heat,Spices,80.0,21.0,3.7155044446191887,19.0,0.007308898056974778,-93.11501803032976,0.008173520065790772
FLAX MILK ORIGINAL ( ORGANIC ),Flax usa,Non-dairy milk,736.0,167.5,5.157414011709793,21.0,0.06724186212416795,-36.65816587903378,0.06519355290571212
FLAX MILK UNSWEETENED ( ORGANIC ),Flax usa,Non-dairy milk,544.0,121.0,7.133003931208748,21.0,0.04970050678742849,-53.18212260624236,0.047095044188603975
FLAX MILK VANILLA ( ORGANIC ),Flax usa,Non-dairy milk,704.0,162.5,7.31010100407441,21.0,0.06431830290137805,-39.41215866690188,0.06324747669957145
FLAX OIL,Flax usa,Oil,1927.5,404.56,13.437153653800982,21.0,0.17609876256023604,65.88503433174236,0.15746091799125309
FLAX SEEDS ( EGYPTIAN ) / 250G,Kheir Misr,Food supplements,2514.5,709.95,8.84868832837813,36.0,0.2297278020532885,116.40358953419775,0.2763233605099123
