Product,Brand,Type,Revenue,Gross Profit,CMGR,Period,%Total Revenue,% Variation from Average,%Total Gross Profit
CEREAL BISCO,Schar,Snacks,41.85,10.85,0.0,24.0,0.0038262463820016557,-96.39567590815444,0.004236092945228692
CHEMICAL FREE LAMB LEG,NGS,Fresh Beef & Poultry,1309.4000099999998,109.40001,1.7725296944575364,38.0,0.11971534171697566,12.77185189739107,0.04271231433815192
CHERRIES,NGS,Fresh fruits,216.0,52.92,4.885781559974278,17.0,0.019748368423234353,-81.39703694531325,0.020661201719954135
CHERRY & HEIRLOOM TOMATOES ( AQUAPONIC ),Bustan,Aquaponic vegetables,10.0,2.0,0.0,19.0,0.0009142763158904792,-99.13875171043117,0.0007808466258486067
CHERRY JAM,NGS,Sweeteners,50.0,10.0,0.0,18.0,0.004571381579452396,-95.69375855215584,0.003904233129243034
CHERRY TOMATOES,NGS,Fresh vegetables,540.907358,80.347358,6.446146680891052,31.0,0.04945387865102926,-53.41444631073043,0.03136948169507503
CHERRY TOMATOES ( CHEMICAL FREE ),NGS,Chemical free vegetables,298.0,64.0,15.296328128895741,21.0,0.02724543421353628,-74.33480097084882,0.024987092027155416
CHERRY TOMATOES ( CHEMICAL FREE ),NGS,Fresh vegetables,1776.7,671.1,23.760970032449368,20.0,0.16243947304426146,53.0179836076943,0.2620130853035
CHESTNUT (ABOU FARWA) / 500G,NGS,Fresh Produce,32.52,7.5,1.7479692102686295,40.0,0.002973226579275839,-97.19922056232217,0.002928174846932275
CHESTNUTS,NGS,Fresh vegetables,29.52,4.92,0.0,31.0,0.0026989436845086946,-97.4575950491928,0.0019208826995875726
CHIA SEEDS,Bob's Red Mill,Seeds,4550.7175,551.3875,9.45182714111561,18.0,0.4160613230558332,291.9297663185949,0.21527453445504935
CHICKEN BREASTS / 1KG,Kheir Misr,Fresh Beef & Poultry,6326.4,1286.4,5.707304294736515,40.0,0.5784077684849528,444.8601179128255,0.5022405497458239
CHICKEN BREASTS / 1KG,NGS,Fresh poultry,59336.96,14154.96,14.695510605988481,36.0,5.425037718494073,5010.385530821417,5.526426377510997
CHICKEN CUTLETS (SHISHTAWOOK) / 1KG,Kheir Misr,Fresh Beef & Poultry,1349.8,189.8,9.46333867981355,39.0,0.12340901711889689,16.251294126000868,0.07410234479303278
CHICKEN CUTLETS (SHISHTAWOOK) / 1KG,NGS,Fresh poultry,5658.7,1066.7,10.748801094148352,35.0,0.5173615388729454,387.35456961831466,0.4164645478963544
CHICORY WHITE ENDIVE / 500G,NGS,Fresh Produce,2307.2,532.56,6.225907637520378,40.0,0.21094183160225136,98.70720536932079,0.20792383953096696
CHINESE CABBAGE / 500G,NGS,Fresh Produce,94.9,21.9,5.9253725177288885,40.0,0.008676482237800648,-91.82675373199177,0.008550270553042244
CHINESE GARLIC,NGS,Fresh vegetables,139.58,25.12,9.184445571215626,30.0,0.012761468817199311,-87.97869637419825,0.009807433620658501
CHINESE LETTUCE / PER PIECE,NGS,Fresh Produce,43.92,10.14,4.701425877613685,39.0,0.004015501579390985,-96.21739751221368,0.003958892393052436
CHIVES,Kheir Misr,Fresh vegetables,185.46,42.24,5.953837434412446,35.0,0.016956168554504828,-84.02728922165645,0.016491480737922573
CHIVES,NGS,Fresh vegetables,264.0,65.0,18.116396117180656,21.0,0.02413689473950865,-77.26304515538286,0.025377515340079718
CHIVES / 100G,NGS,Fresh Produce,113.82,26.25,4.2326987739359945,40.0,0.010406293027465435,-90.19727196812757,0.010248611964262964
CHOCOLATE CHIP COOKIE MIX ( GLUTEN FREE ) / 453G,Bob's Red Mill,Flour,1630.2,261.43,10.529756722034422,33.0,0.14904532501646592,40.400696165510915,0.10206836669780063
CHOCOLATE PASTE WITH NUTS ( GLUTEN FREE ) - BIO,NGS,Chocolate,1132.5,591.3,10.056138159273997,23.0,0.10354179277459677,-2.4636312063298345,0.23085730493214054
CHOCOLATE PASTE WITH NUTS AND CAROB ( GLUTEN FREE ) - BIO,NGS,Chocolate,502.5,211.51,10.435176825753967,21.0,0.04594238487349658,-56.72227344916622,0.0825784349166194
CILANTRO,NGS,Fresh vegetables,258.0,95.46,11.099734678516683,33.0,0.023588328949974365,-77.77979412912416,0.037269809451753996
CINNAMON RAISIN GRANOLA / 340G,Bob's Red Mill,Cereal,845.5,134.5,5.266876217164995,35.0,0.07730206250854002,-27.1814571169553,0.0525119355883188
CIOCCOLINI ( GLUTEN FREE ),Schar,Cookies,732.05,164.05,7.694640337931458,19.0,0.06692959770476253,-36.952318962113694,0.06404894448523196
CITRUS FLOWER HONEY / 450G,Kheir Misr,Honey & Sweeteners,3612.5,1237.5,11.746440586123619,39.0,0.33028231911543565,211.12594460674038,0.48314884974382544
CLEMONTENE,Kheir Misr,Fresh fruits,924.43,150.09,10.80506594020414,36.0,0.08451844546986358,-20.383624367388517,0.05859863503680869
CLOVES,Tropical Heat,Spices,158.8,38.8,9.875517087348129,22.0,0.014518707896340813,-86.32337716164696,0.015148424541462969
CLOVES POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,32.0,5.0,0.0,28.0,0.0029256842108495336,-97.24400547337974,0.001952116564621517
COCOA WAFER CACAO ( GLUTEN FREE ),Schar,Cookies,453.0,130.0,9.632239393769382,20.0,0.04141671710983871,-60.98545248253193,0.050755030680159435
COCONUT FLOUR,NGS,Flour,1530.0,306.0,10.547137359891657,15.0,0.1398842763312433,31.770988304031217,0.11946953375483683
COCONUT MILK,Dee Thai,Non-dairy milk,83.0,31.0,7.770052865619181,22.0,0.007588493421890978,-92.8516391965787,0.012103122700653404
COCONUT MILK LIGHT,Dee Thai,Non-dairy milk,112.0,24.5,9.24801312470722,22.0,0.010239894737973368,-90.35401915682908,0.009565371166645433
COCONUT OIL,Nefertari,Cosmetics,476.0,73.25,11.416597372887338,18.0,0.043519552636386814,-59.00458141652362,0.02859850767170522
COCONUT OIL ( SMALL GLASS JAR ),NGS,Oil,4261.1,805.1,17.909269403890725,15.0,0.38958228096409214,266.98650866817485,0.31432980923535664
COCONUT OIL (ORGANIC) - FOR COOKING,Divine coconut,Oil,20635.0,4938.75,15.704008432733229,16.0,1.886609177840004,1677.1858455252836,1.9282031367049033
COCONUT PALM SUGAR / 454G,Wholesome Sweeteners,Sweeteners,981.4,149.15,9.07708426380729,35.0,0.08972707764149164,-15.47709286171488,0.05823163712265984
COCONUT SCRUB,Nefertari,Cosmetics,130.0,33.0,4.161601065058385,17.0,0.01188559210657623,-88.8037722356052,0.012883969326502012
COFFEE & VANILLA BODY SCRUB,Healing Herbs,Cosmetics,200.0,40.0,7.277165491234738,16.0,0.018285526317809584,-82.77503420862337,0.015616932516972135
COFFEE BEANS BODY SCRUB,Nefertari,Cosmetics,130.0,33.0,3.9259226031843397,18.0,0.01188559210657623,-88.8037722356052,0.012883969326502012
COLMAN'S MUSTARD,Colman's,Condiments,28.75,5.75,0.0,20.0,0.0026285444081851276,-97.52391116748962,0.002244934049314744
COLORED BEET,Kheir Misr,Fresh vegetables,106.2,30.68,1.417021575485089,35.0,0.00970961447475689,-90.85354316477901,0.011978187240517628
COLORED BEET,NGS,Fresh vegetables,75.0,15.0,5.6467308549537965,20.0,0.0068570723691785945,-93.54063782823377,0.00585634969386455
COLORED BELL PEPPER,Kheir Misr,Fresh vegetables,2336.32,383.77,9.375448683538057,35.0,0.21360420423412446,101.21516038854524,0.1498327548009599
COLORED BELL PEPPER ( CHEMICAL FREE ),NGS,Chemical free vegetables,2053.0,477.7,22.099977410536155,21.0,0.18770092765231539,76.81427384848111,0.1865052165839397
COLORED BELL PEPPER ( CHEMICAL FREE ),NGS,Fresh vegetables,720.1,281.56,11.019893890883825,15.0,0.0658370375072734,-37.98151066814844,0.10992758798696685
COLORED FRENCH LETTUCE,Kheir Misr,Fresh vegetables,1315.02,189.98,12.223104351442625,36.0,0.1202291640922298,13.255872574880476,0.07417262098935916
COLORED FRENCH LETTUCE / PER PIECE,NGS,Fresh Produce,440.22,101.5,4.492639542781718,40.0,0.040248271978130676,-62.0861277966009,0.03962796626181679
COLORED TOMATOES,Kheir Misr,Fresh vegetables,333.2,70.0,9.698031462205336,36.0,0.03046368684547077,-71.30320699156654,0.027329631904701234
CONDITIONER WITH TEA TREE OIL / 473ML,"Tea Tree Therapy, Inc.",Cosmetics,1053.5,188.0,5.920776402808792,35.0,0.09631900987906199,-9.267492693923604,0.07339958282976904
COOKIES WITH WHEAT GERM,NGS,Cookies,1811.1,405.5,16.783083539111843,19.0,0.1655845835709247,55.98067772381106,0.158316653390805
COOKING OAT ( GLUTEN FREE ),Bob's Red Mill,Cereal,2890.0,550.74,13.004855314263363,18.0,0.2642258552923485,148.9007556853923,0.21502173535993083
CORIANDER ( CHEMICAL FREE ),NGS,Herbs,36.7,6.7,5.262601147405732,21.0,0.0033553940793180593,-96.83921877728238,0.0026158361965928326
CORIANDER ( CHMEICAL FREE ),NGS,Fresh vegetables,104.0,21.06,4.729412282062673,15.0,0.009508473685260985,-91.04301778848415,0.008222314970185829
CORN FLAKES ( GLUTEN FREE ) / DEFAULT,Schar,Cereal,309.05,129.05,7.026750168493856,19.0,0.02825570954259526,-73.38312161087526,0.05038412853288136
CORN ON THE COB,sea world,Frozen,50.0,10.0,0.0,20.0,0.004571381579452396,-95.69375855215584,0.003904233129243034
COUR DI RISO CACAO GLUTEN FREE,NGS,Cookies,91.0,-7.0,3.891695436342557,24.0,0.008319914474603361,-92.16264056492363,-0.0027329631904701233
COUSCOUS,L'epi D'or,Grains,28.0,6.3,3.200827973420961,22.0,0.002559973684493342,-97.58850478920728,0.0024596668714231113
CRACKERS,Schar,Snacks,251.1,65.1,6.861291013563919,27.0,0.022957478292009934,-78.37405544892664,0.025416557671372145
CRANBERRY JUICE,Berry company,Juices,779.0,172.76,12.191814312147176,22.0,0.07122212500786833,-32.90875824258803,0.06744953154080265
CRANBERRY JUICE POWDER,"Starwest Botanicals,Inc.",Herbs,510.0,78.0,6.343912909622529,34.0,0.046628092110414444,-56.0763372319896,0.030453018408095663
CREAMY SODA,Old Style,Soda,27.0,5.66,0.0,19.0,0.002468546052904294,-97.67462961816416,0.002209795951151557
CRISPY RED FOUR SEASONS LETTUCE ( AQUAPONIC ),Bustan,Aquaponic vegetables,7.5,1.5,0.0,19.0,0.0006857072369178595,-99.35406378282337,0.000585634969386455
CRUNCHY COCONUT GRANOLA / 340G,Bob's Red Mill,Cereal,280.5,37.5,5.252614560125846,35.0,0.02564545066072794,-75.84198547759428,0.014640874234661375
CUBAN AUBERGINE / DEFAULT,Kheir Misr,Fresh vegetables,183.13,44.11,6.173585808620663,35.0,0.016743142172902348,-84.22796007312598,0.01722157233309102
CUCUMBER,Kheir Misr,Fresh vegetables,1960.61167,342.32167000000004,13.583592219638408,36.0,0.179254081453948,68.85734472961903,0.13365036048718013
CUCUMBER,NGS,Fresh vegetables,22.15,4.4,5.551747052832168,27.0,0.0020251220396974115,-98.09233503860503,0.001717862576866935
CUCUMBER ( CHEMICAL FREE ),NGS,Chemical free vegetables,281.95,57.7,10.18914110824487,21.0,0.025778020726532062,-75.7171044756068,0.022527425155732302
CUCUMBER ( CHEMICAL FREE ),NGS,Fresh vegetables,3415.4,712.38,19.06457020926804,21.0,0.31226193292923426,194.1507408193387,0.2781297596610152
CUCUMBER - CHEMICAL FREE / 500G,Kheir Misr,Chemical free produce,27.3,6.3,0.0,38.0,0.0024959743423810083,-97.64879216947709,0.0024596668714231113
CUCUMBER / 500G,NGS,Fresh Produce,174.2,40.2,4.62056303606142,40.0,0.01592669342281215,-84.99705479571095,0.015695017179556996
CUMIN,Tropical Heat,Spices,72.0,21.0,5.3707472093069475,21.0,0.006582789474411451,-93.79901231510442,0.008198889571410371
CURLY FRISE LETTUCE,NGS,Fresh vegetables,465.75,130.75,22.78797859423016,21.0,0.04258241941259907,-59.887360913331676,0.051047848164852666
CURRY POWDER,Tropical Heat,Herbs,180.95999999999998,29.459999999999997,16.649494773658226,17.0,0.01654474421235411,-84.41485095196242,0.011501870798749975
CURRY POWDER,Tropical Heat,Spices,377.25000000000006,63.75,9.389591158839906,18.0,0.03449107401696833,-67.50940827601583,0.024889486198924338
DAME AL CACAO BISCUITS ( GLUTEN FREE ),NGS,Cookies,132.0,34.0,6.293507041105428,18.0,0.012068447369754326,-88.63152257769143,0.013274392639426315
DANDELION ROOT POWDER,"Starwest Botanicals,Inc.",Herbs,819.0,159.0,7.6036375458145455,35.0,0.07487923027143024,-29.4637650843127,0.062077306754964236
DARK CHOCOLATE ( ORGANIC ) - 92% CACAO,Vivani,Chocolate,258.0,53.4,3.9259226031843397,18.0,0.023588328949974365,-77.77979412912416,0.0208486049101578
DARK CHOCOLATE (ORGANIC ) - 71% CACAO,Vivani,Chocolate,546.0,101.09,14.900661288591287,19.0,0.04991948684762017,-52.9758433895418,0.039467892703517825
DARK CHOCOLATE WITH CAPPUCCINO ( ORGANIC ),Vivani,Chocolate,27.5,5.5,0.0,21.0,0.0025142598686988178,-97.63156720368572,0.0021473282210836683
DARK CHOCOLATE WITH CRANBERRY ( ORGANIC ) - 70% CACAO,Vivani,Chocolate,549.75,127.45,14.38800348814917,19.0,0.050262340466079095,-52.65287528095349,0.04975945123220246
DARK CHOCOLATE WITH GREEN TEA AND MANGO ( ORGANIC ),Vivani,Chocolate,189.5,35.5,9.170042204931894,22.0,0.01732553618612458,-83.67934491267064,0.01386002760881277
DARK CHOCOLATE WITH MINT ( ORGANIC ),Vivani,Chocolate,55.0,11.0,3.200827973420961,22.0,0.0050285197373976355,-95.26313440737142,0.004294656442167337
DATE HAYANI,NGS,Fresh fruits,60.0,12.0,4.729412282062673,15.0,0.005485657895342876,-94.83251026258701,0.00468507975509164
DATE ZAGHLOOL,NGS,Fresh fruits,60.0,12.0,1.9363899512133687,15.0,0.005485657895342876,-94.83251026258701,0.00468507975509164
DATES (ZA3'LOUL),Kheir Misr,Fresh vegetables,20.97,4.47,3.1886749863576647,35.0,0.001917237434422335,-98.19396233677416,0.001745192208771636
DIGESTIVE BISCUITS WITH CHOCOLATE ( GLUTEN FREE ),Schar,Cookies,402.0,84.13,9.480531055010587,21.0,0.03675390789879727,-65.37781875933298,0.032846313316321644
DILL,NGS,Organic herbs ,37.5,7.5,2.048015364945277,20.0,0.0034285361845892972,-96.77031891411688,0.002928174846932275
DILL ( CHEMICAL FREE ),NGS,Fresh vegetables,36.0,7.29,2.739965906371644,15.0,0.0032913947372057253,-96.89950615755221,0.0028461859512181717
DISCO CIOK ( GLUTEN FREE ),Schar,Cookies,593.2,148.6,11.487632557352146,26.0,0.054234871058623235,-48.910751462776915,0.05801690430055148
DRIED APPLE ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,483.0,103.0,9.274385928933615,21.0,0.04415954605751015,-58.401707613825444,0.040213601231203246
DRIED APRICOTS ( CHEMICAL FREE ),NGS,Dried fruits,495.0,99.0,12.145476283106248,20.0,0.04525667763657872,-57.36820966634284,0.03865190797950603
DRIED APRICOTS / 250G,NGS,Dried Fruits & Nuts,200.0,32.0,5.336103595483577,40.0,0.018285526317809584,-82.77503420862337,0.012493546013577708
DRIED APRICOTS / 250G,NGS,Dried fruits,1830.2,501.32,8.295369275096999,35.0,0.1673308513342755,57.625661956887534,0.19572701523521177
DRIED BANANA (CHEMICAL FREE),NGS,Dried fruits,450.0,-40.0,15.739406167556936,17.0,0.04114243421507156,-61.24382696940258,-0.015616932516972135
DRIED BAY LEAF ( CHEMICAL FREE ),NGS,Herbs,120.0,24.0,13.878863475669156,16.0,0.010971315790685752,-89.66502052517403,0.00937015951018328
DRIED BLUEBERRIES / 250G,NGS,Dried Fruits & Nuts,1078.6,329.4,7.776915415201158,40.0,0.09861384343194708,-7.105759487105844,0.12860543927726553
DRIED BLUEBERRIES / 250G,NGS,Dried fruits,8205.23,2556.26,12.78631265758403,36.0,0.7501847455434038,606.6740303018862,0.9980234978958799
DRIED CHERRY (CHEMICAL FREE),NGS,Dried fruits,574.0,110.0,20.24227086480883,17.0,0.05247946053211351,-50.56434817874907,0.04294656442167337
DRIED COCONUT (WHOLE SALE) / 1KG,NGS,Whole sale,180.0,40.0,2.3373891996774976,30.0,0.016456973686028626,-84.49753078776104,0.015616932516972135
DRIED CRANBERRIES / 226G,Bob's Red Mill,Dried Fruits & Nuts,580.3,76.3,3.6441516906957627,35.0,0.05305545461112451,-50.02176175632071,0.029789298776124348
DRIED CRANBERRY / 200G,NGS,Dried fruits,17477.037,9957.0295,17.41941906649911,36.0,1.5978841001041593,1405.2068222981181,3.88745644427502
DRIED CRANBERRY / 250G,NGS,Dried Fruits & Nuts,808.95,247.05,5.166284721849768,40.0,0.07396038257396031,-30.32931961532937,0.09645407945794915
DRIED CURRANTS / 250G,NGS,Dried Fruits & Nuts,215.72,65.88,1.7479692102686295,40.0,0.01972276868638942,-81.42115189742117,0.025721087855453104
DRIED DATES ( CHEMICAL FREE ),NGS,Dried fruits,400.0,71.79,17.07799137227792,19.0,0.03657105263561917,-65.55006841724675,0.028028489634835743
DRIED DATES (KHEIR MISR) / 500G,Kheir Misr,Dried Fruits & Nuts,350.0,237.14,3.9259226031843397,36.0,0.03199967105616677,-69.85630986509089,0.0925849844268693
DRIED DATES - KHEIR MISR / 500G,Kheir Misr,Dried Fruits & Nuts,270.0,190.0,4.306132792986372,40.0,0.02468546052904294,-76.74629618164155,0.07418042945561763
DRIED FIGS ( CHEMICAL FREE ),NGS,Dried fruits,75.0,15.0,0.0,15.0,0.0068570723691785945,-93.54063782823377,0.00585634969386455
DRIED FIGS ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,190.0,38.0,10.139602408540505,21.0,0.017371250001919105,-83.6362824981922,0.014836085891123528
DRIED FIGS / 250G,NGS,Dried Fruits & Nuts,151.2,34.2,4.581238648547403,40.0,0.013823857896264044,-86.97792586171927,0.013352477302011176
DRIED FRUIT MIX ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,1355.0,290.78,17.01367867273993,21.0,0.12388444080315994,16.699143236576663,0.11352729093212892
DRIED GOJI BERRIES / 250G,NGS,Dried Fruits & Nuts,1363.5,489.6,4.511632827645351,35.0,0.12466157567166684,17.431204282710173,0.1911512540077389
DRIED GOJI BERRIES / 250G,NGS,Super foods,654.75,317.33,3.8317832532147156,40.0,0.05986224178292913,-43.60976824048076,0.12389302989026918
DRIED GRAPFRUIT ( CHEMICAL FREE ),NGS,Dried fruits,15.0,3.0,0.0,19.0,0.001371414473835719,-98.70812756564675,0.00117126993877291
DRIED KIWI (CHEMICAL FREE),NGS,Dried fruits,150.0,30.0,9.353242956045982,18.0,0.013714144738357189,-87.08127565646753,0.0117126993877291
DRIED LEMONGRASS (CHEMICAL FREE ),NGS,Herbs,25.0,5.0,0.0,21.0,0.002285690789726198,-97.84687927607793,0.001952116564621517
DRIED MANGO (CHEMICAL FREE) / DEFAULT,NGS,Dried fruits,890.0,178.0,10.970884580938245,21.0,0.08137059211425265,-23.348902228373998,0.069495349700526
DRIED MUSHROOM (CHEMICAL FREE),NGS,Herbs,191.0,35.0,9.346333232290016,15.0,0.017462677633508155,-83.55015766923532,0.013664815952350617
DRIED NECTARINE  ( CHEMICAL FREE ),NGS,Dried fruits,50.0,10.0,0.0,21.0,0.004571381579452396,-95.69375855215584,0.003904233129243034
DRIED PEACH ( CHEMICAL FREE ),NGS,Dried fruits,50.0,10.0,0.0,21.0,0.004571381579452396,-95.69375855215584,0.003904233129243034
DRIED PEAR ( CHEMICAL FREE ),NGS,Dried fruits,80.0,16.0,4.729412282062673,15.0,0.007314210527123834,-93.11001368344935,0.006246773006788854
DRIED PEARS (CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,75.0,15.0,1.9495464518121342,21.0,0.0068570723691785945,-93.54063782823377,0.00585634969386455
DRIED PRUNE WITH PITS / 250G,NGS,Dried fruits,1123.1,416.99,8.319465957550198,35.0,0.10268237303765972,-3.2732045985245435,0.16280261725630527
DRIED PRUNE WITH PITS / 250G,NGS,Super foods,164.4,59.4,3.5264923841377582,40.0,0.015030702633239478,-85.84107811948842,0.02319114478770362
DRIED PRUNES (CHEMICAL FREE),NGS,Dried fruits,420.0,84.0,10.920024405534502,16.0,0.038399605267400126,-63.82757183810908,0.032795558285641485
DRIED SOUP MIX (CHEMICAL FREE),NGS,Herbs,205.0,38.33,9.940785154824262,16.0,0.018742664475754824,-82.34441006383895,0.014964925584388548
DRIED STRAWBERRIS ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,480.0,55.45,11.371692755821527,21.0,0.04388526316274301,-58.66008210069609,0.02164897270165262
DRIED TOMATO (CHEMICAL FREE),NGS,Herbs,360.0,72.0,15.739406167556936,17.0,0.03291394737205725,-68.99506157552207,0.02811047853054984
DRIED TURKISH FIGS / 250G,NGS,Dried fruits,1342.09,384.85,10.424033487758333,36.0,0.12270411007934533,15.587271694743297,0.15025441197891815
DUCK,NGS,Fresh Beef & Poultry,3024.0,504.0,10.380098939316508,36.0,0.27647715792528094,160.44148276561464,0.19677334971384888
DUTCH FENNEL ( CHEMICAL FREE ),NGS,Herbs,25.5,5.5,3.8236576105009634,19.0,0.002331404605520722,-97.80381686159949,0.0021473282210836683
EARL GREY TEA,Ronnefeldt,Herbal Drinks,50.0,10.0,0.0,22.0,0.004571381579452396,-95.69375855215584,0.003904233129243034
EDEN SHAKE,Eden,Condiments,99.36,12.96,1.8408093274101978,38.0,0.009084249474687802,-91.44263699484411,0.005059886135498972
EDEN SHAKE / 60G,"Eden Foods, Inc.",Condiments,362.25,47.25,5.717201531604577,35.0,0.03311965954313261,-68.80128071036908,0.018447501535673334
EGGPLANT - AROUS ( CHEMICAL FREE ),NGS,Fresh vegetables,28.0,7.0,9.682497969462588,15.0,0.002559973684493342,-97.58850478920728,0.0027329631904701233
EL GOUNA DELIVERY FEE,Freight,General,105.0,105.0,1.1018780911828951,37.0,0.009599901316850032,-90.95689295952727,0.040994447857051856
EL KATAMEYA / FIFTH SETTLEMENT,Freight,Delivery,1950.0,1950.0,10.457870801017055,35.0,0.17828388159864345,67.94341646592214,0.7613254602023916
EL SAHEL EL SHAMALI ABOVE 500 L.E,Freight,General,500.0,500.0,,6.0,0.045713815794523965,-56.937585521558425,0.1952116564621517
EL SHEROUK & MADINATI,Freight,General,360.0,360.0,34.59001926323562,7.0,0.03291394737205725,-68.99506157552207,0.14055239265274921
EL SHEROUK & MADINATI ABOVE 200 L.E,Freight,General,220.0,220.0,11.922531815409986,7.0,0.020114078949590542,-81.05253762948571,0.08589312884334674
ENDIVE,NGS,Fresh vegetables,370.7,92.2,20.337663178738772,19.0,0.033892223030060065,-68.07352590568343,0.03599702945162077
ESSIAC TEA,"Starwest Botanicals,Inc.",Herbs,288.0,45.0,3.38516372166493,33.0,0.026331157897645802,-75.19604926041765,0.017569049081593652
EXOTIC FIG JAM,NGS,Honey & Sweeteners,20.0,10.0,0.0,38.0,0.0018285526317809585,-98.27750342086235,0.003904233129243034
EXOTIC FIG JAM,NGS,Jams and Spreads,40.0,20.0,2.059590957958668,34.0,0.003657105263561917,-96.55500684172468,0.007808466258486068
EXOTIC PEACH JAM,NGS,Honey & Sweeteners,25.0,15.0,0.0,38.0,0.002285690789726198,-97.84687927607793,0.00585634969386455
EXOTIC PEACH JAM,NGS,Jams and Spreads,50.0,30.0,2.2611435601268326,31.0,0.004571381579452396,-95.69375855215584,0.0117126993877291
EXOTIC STRAWBERRY JAM,NGS,Honey & Sweeteners,50.0,30.0,0.0,38.0,0.004571381579452396,-95.69375855215584,0.0117126993877291
EXOTIC STRAWBERRY JAM,NGS,Jams and Spreads,100.0,60.0,0.82533605159536,35.0,0.009142763158904792,-91.38751710431168,0.0234253987754582
EXPORT ORGANIC GREEN BEANS SLICES,NGS,Organic fresh fruits & vegetables,42.75,8.55,2.048015364945277,20.0,0.003908531250431798,-96.31816356209325,0.003338119325502794
EXPORT ORGANIC GREEN CAPSICUM,NGS,Organic fresh fruits & vegetables,29.0,5.8,0.0,20.0,0.0026514013160823897,-97.5023799602504,0.0022644552149609595
EXPORT ORGANIC RED CAPSICUM,NGS,Organic fresh fruits & vegetables,15.5,3.25,0.0,20.0,0.0014171282896302429,-98.6650651511683,0.001268875767003986
EXTRA VIRGIN OLIVE OIL 1L,Bustan,Oil,440.0,90.0,9.353242956045982,18.0,0.040228157899181084,-62.10507525897142,0.035138098163187304
EXTRA VIRGIN SESAME OIL ( ORGANIC ) / 473ML,"Eden Foods, Inc.",Oil,2044.8,285.3,9.40759831109128,35.0,0.18695122107328518,76.10805025103465,0.11138777117730375
FACE AND BODY SILKY CREAM WITH FRANGIPANI,Nefertari,Cosmetics,120.0,30.9,5.075663865321944,14.0,0.010971315790685752,-89.66502052517403,0.012064080369360974
FACE AND BODY SILKY CREAM WITH VANILLA,Nefertari,Cosmetics,120.0,31.0,5.476607648164666,13.0,0.010971315790685752,-89.66502052517403,0.012103122700653404
FACE AND NECK ANTIWRINKLE CREAM,Nefertari,Cosmetics,132.0,34.0,5.075663865321944,14.0,0.012068447369754326,-88.63152257769143,0.013274392639426315
FACIAL MUD SCRUB (DRY/SENSITIVE SKIN),Healing Herbs,Cosmetics,50.0,10.0,0.0,13.0,0.004571381579452396,-95.69375855215584,0.003904233129243034
FENNEL,NGS,Fresh vegetables,155.56,37.04,7.587278799523278,35.0,0.014222482369992295,-86.60242160746726,0.014461279510716197
FENNEL ( CHEMICAL FREE ),NGS,Herbs,51.5,11.5,6.97463659508506,21.0,0.004708523026835968,-95.56457130872052,0.004489868098629488
FETTE BISCOTTATE,Schar,Snacks,121.5,31.5,0.0,22.0,0.011108457238069323,-89.5358332817387,0.012298334357115555
FETTE CROCCANTI ( GLUTEN FREE ),Schar,Crackers,667.39,145.39,13.133425651444131,21.0,0.06101788704621469,-42.52115040246576,0.05676364546606446
FIGS,NGS,Fresh Produce,69.5,11.5,2.377280732120668,39.0,0.006354220395438831,-94.01432438749663,0.004489868098629488
FINE GRIND FRENCH SEA SALT-FRENCH (CELTIC) / 367G,"Eden Foods, Inc.",Condiments,1108.25,203.75,9.466593529252364,35.0,0.10132467270856237,-4.552158308534251,0.07954875000832681
FINN CRISP 5 WHOLEGRAINS CRACKERS,Finn,Crackers,288.0,60.3,8.715028513505295,18.0,0.026331157897645802,-75.19604926041765,0.023542525769335493
FINN CRISP CORIANDER CRACKERS,Finn,Crackers,321.0,68.0,7.358709468956359,17.0,0.029348269740084382,-72.35392990484051,0.02654878527885263
FINN CRISP MULTIGRAIN CRACKERS,Finn,Crackers,708.0,154.32,19.980531405776603,17.0,0.06473076316504593,-39.02362109852673,0.06025012565047849
FINN CRISP ORIGINAL CRACKERS,Finn,Crackers,566.4,111.0,7.275409547736156,18.0,0.05178461053203674,-51.21889687882138,0.043336987734597675
FIREBALL WITH GRINDER,Tropical Heat,Spices,80.0,21.0,3.9259226031843397,18.0,0.007314210527123834,-93.11001368344935,0.008198889571410371
FLAX MILK ORIGINAL ( ORGANIC ),Flax usa,Non-dairy milk,736.0,167.5,5.422155679031859,20.0,0.06729073684953928,-36.612125887734,0.06539590491482081
FLAX MILK UNSWEETENED ( ORGANIC ),Flax usa,Non-dairy milk,544.0,121.0,7.50271844784427,20.0,0.049736631584442074,-53.14809304745557,0.04724122086384071
FLAX MILK VANILLA ( ORGANIC ),Flax usa,Non-dairy milk,704.0,162.5,7.689319799102545,20.0,0.06436505263868975,-39.368120414354266,0.0634437883501993
FLAX OIL,Flax usa,Oil,1927.5,404.56,14.154513300886574,20.0,0.17622675988788988,66.00560781439226,0.15794965547665618
FLAX SEEDS ( EGYPTIAN ) / 250G,Kheir Misr,Food supplements,2514.5,709.95,9.112697201117603,35.0,0.22989477963066102,116.56088241208268,0.27718103101060915
