Type,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Revenue,Cost of Goods,Gross Profit,Margin,Tax
Chocolate,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,125.000000,55.000000,152.500000,152.500000,81.750000,546.500000,259.000000,689.000000,43.000000,677.000000,492.000000,43.000000,0.000000,0.000000,0.000000,0.000000,28.000000,0.000000,0.000000,0.000000,3344.250000,2168.000000,1176.250000,0.351723,0.000000
Ricenpasta,0.000000,0.000000,0.000000,0.000000,0.000000,41.900000,656.500000,265.400000,591.300000,83.800000,251.400000,167.600000,0.000000,0.000000,186.750000,47.250000,94.500000,236.250000,0.000000,111.750000,161.250000,99.000000,148.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3143.150000,2640.200000,502.950000,0.160015,0.000000
Condiments,80.700000,69.330000,123.130000,188.340000,282.510000,0.000000,184.500000,153.000000,185.000000,159.750000,297.750000,160.250000,59.500000,100.750000,165.100000,103.500000,41.500000,26.500000,346.500000,148.500000,177.250000,62.750000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3126.110000,2610.400000,515.710000,0.164969,0.000000
Baking supplments,0.000000,0.000000,0.000000,0.000000,0.000000,26.500000,79.500000,79.500000,53.000000,26.500000,106.000000,132.500000,53.000000,79.500000,78.750000,52.500000,26.250000,52.500000,0.000000,0.000000,26.250000,94.250000,853.000000,584.000000,352.000000,136.000000,0.000000,42.000000,0.000000,27.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2960.500000,2292.760000,667.740000,0.225550,0.000000
Prepared food,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,785.000000,2160.000000,2945.000000,2325.970000,619.030000,0.210197,0.000000
Lamb,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,772.500000,1163.500000,65.000000,390.000000,2391.000000,1886.300000,504.700000,0.211083,0.000000
Herbal Drinks,60.100000,58.500000,54.050000,177.400000,150.750000,0.000000,49.600000,0.000000,49.600000,366.100000,76.100000,61.900000,0.000000,0.000000,203.300000,0.000000,0.000000,0.000000,0.000000,50.000000,37.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,522.000000,139.000000,162.000000,120.000000,2337.900000,1743.330000,594.570000,0.254318,0.000000
Sauces,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43.750000,43.750000,43.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,796.000000,596.000000,156.000000,638.419453,2317.669453,1695.000000,622.669453,0.268662,0.000000
Nut butter,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65.000000,2174.750000,2239.750000,1866.000000,373.750000,0.166871,0.000000
Japanese cuisine,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315.050000,31.900000,182.300000,67.500000,368.300000,249.550000,49.750000,0.000000,182.400000,150.400000,82.900000,0.000000,63.800000,0.000000,217.900000,190.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2152.650000,1856.600000,296.050000,0.137528,0.000000
Soy Products,106.000000,182.500000,291.500000,513.700000,898.550000,26.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2074.250000,1629.000000,445.250000,0.214656,0.000000
Jam,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900.000000,651.000000,380.000000,120.000000,2051.000000,1432.500000,618.500000,0.301560,0.000000
Gluten free baking,0.000000,0.000000,0.000000,0.000000,0.000000,41.500000,41.500000,88.250000,321.950000,152.050000,412.450000,91.250000,172.900000,83.000000,114.900000,0.000000,0.000000,0.000000,330.000000,99.000000,49.500000,33.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2031.250000,1706.550000,324.700000,0.159852,0.000000
Frozen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.800000,195.600000,293.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.500000,398.750000,888.750000,37.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1949.300000,2144.000000,-194.700000,-0.099882,0.000000
Seeds,167.610000,152.610000,202.830000,197.610000,663.270000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1398.930000,1140.950000,257.980000,0.184412,0.000000
Organic fresh fruits & vegetables,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,339.750000,465.250000,391.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1196.750000,956.150000,240.600000,0.201044,0.000000
Chemical free fruits,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.000000,0.000000,0.000000,0.000000,27.500000,24.000000,516.000000,392.000000,128.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1111.500000,739.900000,371.600000,0.334323,0.000000
Whole sale,720.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900.000000,700.000000,200.000000,0.222222,0.000000
Paste,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.600000,19.600000,120.000000,40.000000,80.000000,100.000000,20.000000,282.000000,100.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,821.200000,595.440000,225.760000,0.274915,0.000000
Baking mix,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,35.000000,105.000000,150.000000,0.000000,114.750000,35.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,554.750000,490.000000,64.750000,0.116719,0.000000
Books,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,540.000000,486.000000,54.000000,0.100000,0.000000
Aquaponic vegetables,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65.500000,460.750000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,532.250000,420.000000,112.250000,0.210897,0.000000
Tea,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.500000,0.000000,29.500000,59.000000,88.500000,0.000000,29.500000,0.000000,29.500000,29.500000,0.000000,0.000000,0.000000,29.500000,0.000000,0.000000,59.000000,0.000000,0.000000,25.000000,0.000000,0.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,458.500000,375.400000,83.100000,0.181243,0.000000
Australian beef,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,0.000000,0.000000,0.000000,142.000000,44.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,436.000000,213.500000,222.500000,0.510321,0.000000
Fresh fruits and vegetables,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,275.000000,0.000000,0.000000,0.000000,0.000000,275.000000,0.000000,275.000000,1.000000,0.000000
Jams and Spreads,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,95.000000,65.000000,20.000000,0.000000,45.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,110.000000,140.000000,0.560000,0.000000
No Type,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,249.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,249.750000,185.000000,64.750000,0.259259,0.000000
Soda,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.500000,54.000000,28.000000,0.000000,42.000000,56.000000,0.000000,0.000000,54.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,248.100000,183.380000,64.720000,0.260863,0.000000
pickles,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.000000,0.000000,0.000000,130.000000,90.000000,40.000000,0.307692,0.000000
Healthy & Supper food juices,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,82.500000,41.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,123.750000,99.000000,24.750000,0.200000,0.000000
Herb,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.000000,59.000000,6.000000,14.000000,113.000000,74.000000,39.000000,0.345133,0.000000
organic dried fruits,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.000000,0.000000,0.000000,84.000000,60.000000,24.000000,0.285714,0.000000
Oil & Vinegar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.500000,41.250000,10.250000,0.199029,0.000000
whole grain,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.000000,37.800000,13.200000,0.258824,0.000000
Dried fruits,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,40.000000,10.000000,0.200000,0.000000
Organic herbs,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,12.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.500000,30.000000,7.500000,0.200000,0.000000
Bread&Bakry,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.500000,0.000000,34.500000,1.000000,0.000000
cosmetics,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,10.000000,15.000000,0.600000,0.000000
Herbs and spices,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,11.000000,0.000000,11.000000,1.000000,0.000000

Revenue,28398.750000,10560.950000,16641.540000,21394.600020,30732.509990,10578.470000,38287.140000,36890.100000,41131.260000,31963.410000,38493.980000,34543.570000,20186.940000,10399.950000,41651.331920,30036.290000,31093.140000,23292.820000,27136.350000,20499.490000,26502.720000,33688.520000,51920.640000,54413.890000,47055.190000,64843.335000,87836.552500,90774.890000,101295.820000,89081.370000,23443.240000,0.000000,0.000000,10695.230000,254543.675000,138006.314800,67975.671000,108992.550000
Cost of Goods,20474.926000,7793.589970,12501.829920,16259.700000,23239.360000,7879.210000,27938.090000,27405.620000,31420.170000,24826.930000,29621.840000,26275.110000,15300.240000,7904.080000,31598.897500,23103.630000,21414.600000,16313.190000,20369.610000,15345.470000,19491.100000,25789.530000,38978.900000,43130.910000,35615.860000,48846.860000,67187.770000,64512.860000,73958.330000,62813.840000,17252.410000,0.000000,0.000000,1884.120000,176960.400000,97442.570000,50298.510000,76465.040000
Gross Profit,7923.824000,2767.360030,4139.710080,5134.900020,7493.149990,2699.260000,10349.050000,9484.480000,9711.090000,7136.480000,8872.140000,8268.460000,4886.700000,2495.870000,10052.434420,6932.660000,9678.540000,6979.630000,6766.740000,5154.020000,7011.620000,7898.990000,12941.740000,11282.980000,11439.330000,15996.475000,20648.782500,26262.030000,27337.490000,26267.530000,6190.830000,0.000000,0.000000,8811.110000,77583.275000,40563.744800,17677.161000,32527.510000
Margin,0.279020,0.262037,0.248758,0.240009,0.243818,0.255165,0.270301,0.257101,0.236100,0.223270,0.230481,0.239363,0.242072,0.239989,0.241347,0.230809,0.311276,0.299647,0.249361,0.251422,0.264562,0.234471,0.249260,0.207355,0.243105,0.246694,0.235082,0.289309,0.269878,0.294871,0.264077,0.000000,0.000000,0.823835,0.304794,0.293927,0.260051,0.298438
Tax,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
